Run_number: 3510 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4097 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4098 Nplus : 3 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4099 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4100 Nplus : 1 Nminus : 4 | Aexp: -0.6 | errAexp: 0.357771
Run_number: 4101 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4102 Nplus : 3 Nminus : 8 | Aexp: -0.454545 | errAexp: 0.268563
Run_number: 4103 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4104 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4105 Nplus : 0 Nminus : 6 | Aexp: -1 | errAexp: 0
Run_number: 4106 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4107 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4114 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4115 Nplus : 0 Nminus : 2 | Aexp: -1 | errAexp: 0
Run_number: 4116 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4117 Nplus : 4 Nminus : 2 | Aexp: 0.333333 | errAexp: 0.3849
Run_number: 4118 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4119 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4120 Nplus : 4 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4121 Nplus : 4 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4122 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4155 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4156 Nplus : 6 Nminus : 4 | Aexp: 0.2 | errAexp: 0.309839
Run_number: 4159 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4160 Nplus : 1 Nminus : 3 | Aexp: -0.5 | errAexp: 0.433013
Run_number: 4164 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4165 Nplus : 2 Nminus : 5 | Aexp: -0.428571 | errAexp: 0.341494
Run_number: 4167 Nplus : 4 Nminus : 2 | Aexp: 0.333333 | errAexp: 0.3849
Run_number: 4168 Nplus : 6 Nminus : 4 | Aexp: 0.2 | errAexp: 0.309839
Run_number: 4169 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4170 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4171 Nplus : 5 Nminus : 4 | Aexp: 0.111111 | errAexp: 0.331269
Run_number: 4172 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4173 Nplus : 1 Nminus : 7 | Aexp: -0.75 | errAexp: 0.233854
Run_number: 4174 Nplus : 1 Nminus : 2 | Aexp: -0.333333 | errAexp: 0.544331
Run_number: 4175 Nplus : 6 Nminus : 2 | Aexp: 0.5 | errAexp: 0.306186
Run_number: 4176 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4178 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4179 Nplus : 6 Nminus : 2 | Aexp: 0.5 | errAexp: 0.306186
Run_number: 4180 Nplus : 6 Nminus : 3 | Aexp: 0.333333 | errAexp: 0.31427
Run_number: 4181 Nplus : 3 Nminus : 6 | Aexp: -0.333333 | errAexp: 0.31427
Run_number: 4182 Nplus : 5 Nminus : 6 | Aexp: -0.0909091 | errAexp: 0.300263
Run_number: 4186 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4187 Nplus : 8 Nminus : 6 | Aexp: 0.142857 | errAexp: 0.26452
Run_number: 4188 Nplus : 6 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4190 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4192 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4194 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4195 Nplus : 3 Nminus : 1 | Aexp: 0.5 | errAexp: 0.433013
Run_number: 4196 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4197 Nplus : 2 Nminus : 5 | Aexp: -0.428571 | errAexp: 0.341494
Run_number: 4198 Nplus : 6 Nminus : 11 | Aexp: -0.294118 | errAexp: 0.231808
Run_number: 4199 Nplus : 6 Nminus : 2 | Aexp: 0.5 | errAexp: 0.306186
Run_number: 4200 Nplus : 0 Nminus : 2 | Aexp: -1 | errAexp: 0
Run_number: 4201 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4202 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4203 Nplus : 5 Nminus : 8 | Aexp: -0.230769 | errAexp: 0.269864
Run_number: 4204 Nplus : 1 Nminus : 2 | Aexp: -0.333333 | errAexp: 0.544331
Run_number: 4214 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4215 Nplus : 4 Nminus : 1 | Aexp: 0.6 | errAexp: 0.357771
Run_number: 4216 Nplus : 3 Nminus : 1 | Aexp: 0.5 | errAexp: 0.433013
Run_number: 4217 Nplus : 1 Nminus : 2 | Aexp: -0.333333 | errAexp: 0.544331
Run_number: 4218 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4219 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4220 Nplus : 3 Nminus : 4 | Aexp: -0.142857 | errAexp: 0.374088
Run_number: 4223 Nplus : 0 Nminus : 2 | Aexp: -1 | errAexp: 0
Run_number: 4224 Nplus : 6 Nminus : 1 | Aexp: 0.714286 | errAexp: 0.26452
Run_number: 4230 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4231 Nplus : 5 Nminus : 7 | Aexp: -0.166667 | errAexp: 0.284638
Run_number: 4233 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4234 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4236 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4251 Nplus : 5 Nminus : 7 | Aexp: -0.166667 | errAexp: 0.284638
Run_number: 4252 Nplus : 4 Nminus : 8 | Aexp: -0.333333 | errAexp: 0.272166
Run_number: 4253 Nplus : 7 Nminus : 4 | Aexp: 0.272727 | errAexp: 0.290081
Run_number: 4254 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4256 Nplus : 7 Nminus : 5 | Aexp: 0.166667 | errAexp: 0.284638
Run_number: 4257 Nplus : 6 Nminus : 3 | Aexp: 0.333333 | errAexp: 0.31427
Run_number: 4258 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4260 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4261 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4262 Nplus : 1 Nminus : 3 | Aexp: -0.5 | errAexp: 0.433013
Run_number: 4263 Nplus : 3 Nminus : 4 | Aexp: -0.142857 | errAexp: 0.374088
Run_number: 4264 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4265 Nplus : 5 Nminus : 6 | Aexp: -0.0909091 | errAexp: 0.300263
Run_number: 4266 Nplus : 5 Nminus : 1 | Aexp: 0.666667 | errAexp: 0.30429
Run_number: 4273 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4274 Nplus : 4 Nminus : 3 | Aexp: 0.142857 | errAexp: 0.374088
Run_number: 4275 Nplus : 1 Nminus : 4 | Aexp: -0.6 | errAexp: 0.357771
Run_number: 4284 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4285 Nplus : 4 Nminus : 1 | Aexp: 0.6 | errAexp: 0.357771
Run_number: 4286 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4288 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4289 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4290 Nplus : 3 Nminus : 6 | Aexp: -0.333333 | errAexp: 0.31427
Run_number: 4292 Nplus : 0 Nminus : 2 | Aexp: -1 | errAexp: 0
Run_number: 4293 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4294 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4297 Nplus : 8 Nminus : 1 | Aexp: 0.777778 | errAexp: 0.209513
Run_number: 4298 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4299 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4300 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4302 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4303 Nplus : 4 Nminus : 3 | Aexp: 0.142857 | errAexp: 0.374088
Run_number: 4304 Nplus : 5 Nminus : 1 | Aexp: 0.666667 | errAexp: 0.30429
Run_number: 4305 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4307 Nplus : 3 Nminus : 6 | Aexp: -0.333333 | errAexp: 0.31427
Run_number: 4308 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4309 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4310 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4311 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4315 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4316 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4320 Nplus : 1 Nminus : 3 | Aexp: -0.5 | errAexp: 0.433013
Run_number: 4321 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4323 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4324 Nplus : 4 Nminus : 3 | Aexp: 0.142857 | errAexp: 0.374088
Run_number: 4328 Nplus : 4 Nminus : 2 | Aexp: 0.333333 | errAexp: 0.3849
Run_number: 4329 Nplus : 7 Nminus : 5 | Aexp: 0.166667 | errAexp: 0.284638
Run_number: 4330 Nplus : 1 Nminus : 3 | Aexp: -0.5 | errAexp: 0.433013
Run_number: 4331 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4332 Nplus : 4 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4333 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4334 Nplus : 3 Nminus : 1 | Aexp: 0.5 | errAexp: 0.433013
Run_number: 4335 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4339 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4341 Nplus : 5 Nminus : 4 | Aexp: 0.111111 | errAexp: 0.331269
Run_number: 4343 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4344 Nplus : 1 Nminus : 2 | Aexp: -0.333333 | errAexp: 0.544331
Run_number: 4354 Nplus : 5 Nminus : 5 | Aexp: 0 | errAexp: 0.316228
Run_number: 4355 Nplus : 6 Nminus : 3 | Aexp: 0.333333 | errAexp: 0.31427
Run_number: 4356 Nplus : 2 Nminus : 8 | Aexp: -0.6 | errAexp: 0.252982
Run_number: 4357 Nplus : 8 Nminus : 7 | Aexp: 0.0666667 | errAexp: 0.257624
Run_number: 4359 Nplus : 3 Nminus : 2 | Aexp: 0.2 | errAexp: 0.438178
Run_number: 4360 Nplus : 6 Nminus : 3 | Aexp: 0.333333 | errAexp: 0.31427
Run_number: 4361 Nplus : 7 Nminus : 6 | Aexp: 0.0769231 | errAexp: 0.276528
Run_number: 4363 Nplus : 4 Nminus : 6 | Aexp: -0.2 | errAexp: 0.309839
Run_number: 4364 Nplus : 6 Nminus : 4 | Aexp: 0.2 | errAexp: 0.309839
Run_number: 4365 Nplus : 1 Nminus : 4 | Aexp: -0.6 | errAexp: 0.357771
Run_number: 4367 Nplus : 2 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4368 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4370 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4371 Nplus : 3 Nminus : 4 | Aexp: -0.142857 | errAexp: 0.374088
Run_number: 4372 Nplus : 4 Nminus : 8 | Aexp: -0.333333 | errAexp: 0.272166
Run_number: 4374 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4375 Nplus : 4 Nminus : 2 | Aexp: 0.333333 | errAexp: 0.3849
Run_number: 4376 Nplus : 3 Nminus : 6 | Aexp: -0.333333 | errAexp: 0.31427
Run_number: 4378 Nplus : 4 Nminus : 7 | Aexp: -0.272727 | errAexp: 0.290081
Run_number: 4379 Nplus : 4 Nminus : 7 | Aexp: -0.272727 | errAexp: 0.290081
Run_number: 4470 Nplus : 0 Nminus : 0 | Aexp: -nan | errAexp: -nan
Run_number: 4471 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4474 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4475 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4476 Nplus : 2 Nminus : 4 | Aexp: -0.333333 | errAexp: 0.3849
Run_number: 4478 Nplus : 4 Nminus : 3 | Aexp: 0.142857 | errAexp: 0.374088
Run_number: 4479 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4482 Nplus : 0 Nminus : 6 | Aexp: -1 | errAexp: 0
Run_number: 4483 Nplus : 0 Nminus : 1 | Aexp: -1 | errAexp: 0
Run_number: 4486 Nplus : 4 Nminus : 1 | Aexp: 0.6 | errAexp: 0.357771
Run_number: 4487 Nplus : 5 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4488 Nplus : 1 Nminus : 1 | Aexp: 0 | errAexp: 0.707107
Run_number: 4490 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4491 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4492 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4493 Nplus : 3 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4494 Nplus : 1 Nminus : 2 | Aexp: -0.333333 | errAexp: 0.544331
Run_number: 4495 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4497 Nplus : 2 Nminus : 1 | Aexp: 0.333333 | errAexp: 0.544331
Run_number: 4498 Nplus : 1 Nminus : 3 | Aexp: -0.5 | errAexp: 0.433013
Run_number: 4503 Nplus : 3 Nminus : 4 | Aexp: -0.142857 | errAexp: 0.374088
Run_number: 4507 Nplus : 9 Nminus : 5 | Aexp: 0.285714 | errAexp: 0.25612
Run_number: 4510 Nplus : 3 Nminus : 1 | Aexp: 0.5 | errAexp: 0.433013
Run_number: 4512 Nplus : 6 Nminus : 6 | Aexp: 0 | errAexp: 0.288675
Run_number: 4514 Nplus : 6 Nminus : 7 | Aexp: -0.0769231 | errAexp: 0.276528
Run_number: 4522 Nplus : 5 Nminus : 3 | Aexp: 0.25 | errAexp: 0.342327
Run_number: 4523 Nplus : 5 Nminus : 10 | Aexp: -0.333333 | errAexp: 0.243432
Run_number: 4524 Nplus : 1 Nminus : 6 | Aexp: -0.714286 | errAexp: 0.26452
Run_number: 4526 Nplus : 6 Nminus : 6 | Aexp: 0 | errAexp: 0.288675
Run_number: 4540 Nplus : 4 Nminus : 1 | Aexp: 0.6 | errAexp: 0.357771
Run_number: 4543 Nplus : 1 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4547 Nplus : 6 Nminus : 4 | Aexp: 0.2 | errAexp: 0.309839
Run_number: 4549 Nplus : 10 Nminus : 8 | Aexp: 0.111111 | errAexp: 0.234243
Run_number: 4552 Nplus : 6 Nminus : 5 | Aexp: 0.0909091 | errAexp: 0.300263
Run_number: 4554 Nplus : 3 Nminus : 5 | Aexp: -0.25 | errAexp: 0.342327
Run_number: 4556 Nplus : 8 Nminus : 8 | Aexp: 0 | errAexp: 0.25
Run_number: 4557 Nplus : 7 Nminus : 3 | Aexp: 0.4 | errAexp: 0.289828
Run_number: 4559 Nplus : 2 Nminus : 6 | Aexp: -0.5 | errAexp: 0.306186
Run_number: 4560 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4562 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4569 Nplus : 10 Nminus : 5 | Aexp: 0.333333 | errAexp: 0.243432
Run_number: 4570 Nplus : 7 Nminus : 4 | Aexp: 0.272727 | errAexp: 0.290081
Run_number: 4571 Nplus : 5 Nminus : 7 | Aexp: -0.166667 | errAexp: 0.284638
Run_number: 4572 Nplus : 2 Nminus : 2 | Aexp: 0 | errAexp: 0.5
Run_number: 4573 Nplus : 4 Nminus : 0 | Aexp: 1 | errAexp: 0
Run_number: 4574 Nplus : 2 Nminus : 3 | Aexp: -0.2 | errAexp: 0.438178
Run_number: 4575 Nplus : 5 Nminus : 3 | Aexp: 0.25 | errAexp: 0.342327
Run_number: 4576 Nplus : 10 Nminus : 9 | Aexp: 0.0526316 | errAexp: 0.229098
Run_number: 4577 Nplus : 2 Nminus : 6 | Aexp: -0.5 | errAexp: 0.306186
Run_number: 4578 Nplus : 0 Nminus : 3 | Aexp: -1 | errAexp: 0
Run_number: 4579 Nplus : 10 Nminus : 11 | Aexp: -0.047619 | errAexp: 0.21797
Run_number: 4580 Nplus : 8 Nminus : 8 | Aexp: 0 | errAexp: 0.25
Run_number: 4581 Nplus : 6 Nminus : 9 | Aexp: -0.2 | errAexp: 0.252982
Run_number: 4582 Nplus : 8 Nminus : 9 | Aexp: -0.0588235 | errAexp: 0.242116
Run_number: 4583 Nplus : 6 Nminus : 14 | Aexp: -0.4 | errAexp: 0.204939
Run_number: 4585 Nplus : 3 Nminus : 3 | Aexp: 0 | errAexp: 0.408248
Run_number: 4586 Nplus : 1 Nminus : 4 | Aexp: -0.6 | errAexp: 0.357771
