Q2_GeV2,mu_n_GE_over_GM,sigma
7.236577889447236,0.7116911385949839,0.26748494760196395
7.296874371859297,0.7147501813817414,0.27187461522182516
7.357170854271357,0.7177980078450524,0.2762932015185747
7.417467336683417,0.720834841979147,0.2807404929052926
7.477763819095478,0.7238609038909917,0.28521627955613305
7.538060301507538,0.7268764099021132,0.2897203555050444
7.5983567839195985,0.7298815726472423,0.294252518739835
7.658653266331658,0.7328766011695569,0.29881257129153593
7.718949748743719,0.7358617010129163,0.3034003193192103
7.7792462311557795,0.7388370743110384,0.3080155731902929
7.839542713567839,0.7418029198739144,0.3126581475565541
7.8998391959799,0.7447594332713824,0.31732786142574804
7.96013567839196,0.7477068069141111,0.3220245382290676
8.02043216080402,0.7506452301320676,0.3267480058844979
8.08072864321608,0.7535748892505699,0.3314980968561533
8.14102512562814,0.7564959676639034,0.33627464820964825
8.2013216080402,0.7594086459068499,0.34107750166369083
8.261618090452261,0.7623131017240088,0.3459065036379294
8.321914572864321,0.765209510136909,0.3507615052970718
8.38221105527638,0.7680980435093719,0.35564236259156784
8.442507537688442,0.7709788716107028,0.3605489362947099
8.502804020100502,0.7738521616772268,0.3654810920364437
8.563100502512562,0.7767180784719911,0.3704387003338793
8.623396984924623,0.7795767843426444,0.3754216366185475
8.683693467336683,0.7824284392778708,0.3804297812606549
8.743989949748743,0.7852732009620378,0.3854630195902397
8.804286432160803,0.7881112248283701,0.3905212419154298
8.864582914572864,0.7909426641107923,0.3956043435379177
8.924879396984924,0.7937676698940033,0.40071222476554935
8.985175879396984,0.7965863911626356,0.4058447909224577
9.045472361809045,0.7993989748485878,0.4110019523563763
9.105768844221105,0.8022055658775455,0.41618362444369406
9.166065326633165,0.8050063072138329,0.42138972759188453
9.226361809045226,0.8078013399044213,0.4266201872397977
9.286658291457286,0.8105908031215233,0.43187493385555975
9.346954773869346,0.8133748342043258,0.4371539029324471
9.407251256281407,0.8161535686992997,0.44245703498250416
9.467547738693467,0.8189271403998473,0.4477842755283511
9.527844221105527,0.8216956813845766,0.453135575092853
9.588140703517587,0.8244593220549422,0.45851088918716537
9.648437185929648,0.8272181911717001,0.46391017829682407
9.708733668341708,0.8299724158904157,0.4693334078661536
9.769030150753768,0.832722121796462,0.4747805482812146
9.829326633165829,0.8354674329385631,0.48025157485091924
9.889623115577889,0.8382084718621443,0.4857464677869519
9.949919597989949,0.8409453596412797,0.49126521218197094
10.01021608040201,0.8436782159104692,0.496807797986823
10.07051256281407,0.8464071588950188,0.5023742199860538
10.13080904522613,0.8491323054412463,0.5079644777725906
10.19110552763819,0.8518537710456908,0.5135785757210575
10.251402010050251,0.8545716698836425,0.519216522960028
10.31169849246231,0.8572861148371107,0.5248783333433078
10.37199497487437,0.8599972175220298,0.5305640254202063
10.432291457286432,0.8627050883149737,0.5362736224049507
10.492587939698492,0.8654098363791274,0.5420071521452022
10.552884422110552,0.8681115696898358,0.5477646470898805
10.613180904522613,0.8708103950592062,0.5535461442560046
10.673477386934673,0.8735064181609002,0.5593516851953669
10.733773869346733,0.8761997435532828,0.5651813159598522
10.794070351758794,0.878890474703351,0.5710350870670254
10.854366834170854,0.8815787140089225,0.5769130534644233
10.914663316582914,0.8842645628210928,0.5828152744938858
10.974959798994973,0.8869481214661157,0.5887418138553345
11.035256281407035,0.8896294892666182,0.5946927395701628
11.095552763819095,0.8923087645622242,0.6006681239440909
11.155849246231154,0.8949860447305105,0.606668043530385
11.216145728643216,0.8976614262062906,0.612692579091895
11.276442211055276,0.9003350045017208,0.618741815563789
11.336738693467336,0.9030068742253321,0.624815842015714
11.397035175879397,0.9056771291006463,0.6309147516137914
11.457331658291457,0.9083458619847001,0.6370386415827519
11.517628140703517,0.9110131648858515,0.643187613167819
11.577924623115576,0.9136791289819347,0.6493617715971111
11.638221105527638,0.9163438446367906,0.6555612260431504
11.698517587939698,0.9190074014179059,0.6617860895855524
11.758814070351757,0.9216698881128044,0.6680364791731086
11.819110552763819,0.9243313927451161,0.6743125155860654
11.879407035175879,0.926992002590853,0.6806143233989798
11.939703517587938,0.9296518041939276,0.6869420309434252
12.0,0.9323108833817491,0.693295770271243
