cut_value,A,Aerr,Nplus,Nminus
-0.8,0.0422211,0.0015001,231161,212432
-0.72,0.0431551,0.00153606,220644,202388
-0.64,0.0429161,0.00157667,209380,192148
-0.56,0.0425984,0.00162352,197416,181284
-0.48,0.0441003,0.00167816,185013,169384
-0.4,0.0444157,0.00174145,171856,157239
-0.32,0.0444779,0.00181494,158229,144753
-0.24,0.0448253,0.00190477,143699,131369
-0.16,0.0444867,0.00201206,128745,117778
-0.08,0.0444968,0.00214023,113788,104093
0,0.044205,0.00229478,98952,90574
