cut_value,A,Aerr,Nplus,Nminus
-2,0.051646,0.00192959,140848,127014
-1.8,0.0516342,0.00193,140787,126962
-1.6,0.0516572,0.00193056,140707,126884
-1.4,0.0517048,0.00193138,140594,126770
-1.2,0.051838,0.00193259,140433,126591
-1,0.0519262,0.00193437,140186,126346
-0.8,0.0522026,0.0019364,139924,126040
-0.6,0.0523673,0.00193895,139576,125685
-0.4,0.0523995,0.00194206,139133,125278
-0.2,0.0523817,0.00194616,138545,124753
0,0.0525374,0.0019523,137694,123948
