cut_value,A,Aerr,Nplus,Nminus
130,0.0480551,0.00179236,162742,147818
130.6,0.047816,0.00169977,180918,164406
131.2,0.0462659,0.00164081,193894,176746
131.8,0.0454077,0.00160198,203256,185599
132.4,0.0447883,0.00157474,210237,192212
133,0.0442315,0.00155481,215556,197295
133.6,0.0433073,0.00153935,219732,201490
134.2,0.0427779,0.00152673,223277,204958
134.8,0.042521,0.00151633,226299,207839
135.4,0.0422786,0.00150773,228838,210273
136,0.0422211,0.0015001,231161,212432
