cut_value,A,Aerr,Nplus,Nminus
-2,0.0338672,0.0114507,3938,3680
-1.8,0.0337286,0.0114718,3923,3667
-1.6,0.0329234,0.0114926,3906,3657
-1.4,0.0309882,0.0115269,3876,3643
-1.2,0.0324223,0.0115687,3853,3611
-1,0.0295746,0.0116158,3812,3593
-0.8,0.0303279,0.0116827,3771,3549
-0.6,0.0309164,0.0117689,3718,3495
-0.4,0.0294906,0.0118735,3648,3439
-0.2,0.0302504,0.0120252,3559,3350
0,0.0291029,0.0122429,3430,3236
