cut_value,A,Aerr,Nplus,Nminus
1,0.0523364,0.0152645,2252,2028
1.1,0.0449619,0.0141533,2603,2379
1.2,0.0364302,0.0131938,2973,2764
1.3,0.0382761,0.0122667,3445,3191
1.4,0.0338672,0.0114507,3938,3680
1.5,0.0338672,0.0114507,3938,3680
1.6,0.0338672,0.0114507,3938,3680
1.7,0.0338672,0.0114507,3938,3680
1.8,0.0338672,0.0114507,3938,3680
1.9,0.0338672,0.0114507,3938,3680
2,0.0338672,0.0114507,3938,3680
