cut_value,A,Aerr,Nplus,Nminus
1,0.0279642,0.00486827,21670,20491
1.1,0.0304117,0.00453862,24988,23513
1.2,0.0289776,0.00425126,28443,26841
1.3,0.0281208,0.00398997,32265,30500
1.4,0.0280689,0.00374947,36535,34540
1.5,0.0273613,0.00353655,41040,38854
1.6,0.0273613,0.00353655,41040,38854
1.7,0.0273613,0.00353655,41040,38854
1.8,0.0273613,0.00353655,41040,38854
1.9,0.0273613,0.00353655,41040,38854
2,0.0273613,0.00353655,41040,38854
