cut_value,A,Aerr,Nplus,Nminus
0.8,0.0422211,0.0015001,231161,212432
0.72,0.0428341,0.00151937,225455,206934
0.64,0.0428266,0.00154197,218894,200915
0.56,0.0426872,0.00156825,211592,194267
0.48,0.0425881,0.00159946,203398,186781
0.4,0.0422793,0.00163669,194198,178443
0.32,0.0427701,0.00168145,184075,168975
0.24,0.042478,0.00173603,172638,158569
0.16,0.0417962,0.00180284,159985,147148
0.08,0.0419623,0.00188379,146552,134748
0,0.0407412,0.00198228,132209,121858
