cut_value,A,Aerr,Nplus,Nminus
1,0.0245614,0.0118434,3650,3475
1.1,0.0253305,0.0111123,4149,3944
1.2,0.0214818,0.0104666,4660,4464
1.3,0.019998,0.00987484,5228,5023
1.4,0.0209183,0.00931451,5881,5640
1.5,0.0209183,0.00931451,5881,5640
1.6,0.0209183,0.00931451,5881,5640
1.7,0.0209183,0.00931451,5881,5640
1.8,0.0209183,0.00931451,5881,5640
1.9,0.0209183,0.00931451,5881,5640
2,0.0209183,0.00931451,5881,5640
