cut_value,A,Aerr,Nplus,Nminus
130,0.0286019,0.00274058,68419,64614
129.4,0.031386,0.00236077,92439,86813
128.8,0.0350113,0.00206103,121678,113446
128.2,0.03848,0.00184603,152142,140867
127.6,0.0408792,0.00170238,179280,165198
127,0.0423171,0.00161333,199869,183640
126.4,0.0427159,0.00156176,213360,195879
125.8,0.0430666,0.00153395,221236,202967
125.2,0.042671,0.0015192,225475,207020
124.6,0.0424114,0.00150891,228507,209913
124,0.0422211,0.0015001,231161,212432
