cut_value,A,Aerr,Nplus,Nminus
0.025,0.0338672,0.0114507,3938,3680
0.075,0.0338672,0.0114507,3938,3680
0.125,0.0338672,0.0114507,3938,3680
0.175,0.0338672,0.0114507,3938,3680
0.225,0.0338672,0.0114507,3938,3680
0.275,0.0400621,0.0124511,3349,3091
0.325,0.034965,0.0137393,2738,2553
0.375,0.021576,0.0153105,2178,2086
0.425,0.0286051,0.0171656,1744,1647
0.475,0.0174639,0.0194817,1340,1294
0.525,0.0276833,0.0220295,1058,1001
