dataset,panel,paper,Q2,value,stat_err,sys_err,total_err
previous_measurement,ratio,Warren et el.,0.5,0.15407139257255467,0.008721022221088,0.008721022221088,0.012333387902819782
previous_measurement,GEn,Warren et el.,0.5,0.053,0.003,0.003,0.004242640687119285
previous_measurement,ratio,Warren et el.,1.0,0.25270937319517656,0.028078819243908506,0.022463055395126805,0.03595843361183329
previous_measurement,GEn,Warren et el.,1.0,0.045,0.005,0.004,0.006403124237432849
previous_measurement,ratio,Passchier et el.,0.21,0.11428142713434633,0.025973051621442346,0.006926147099051293,0.02688067938441671
previous_measurement,GEn,Passchier et el.,0.21,0.066,0.015,0.004,0.015524174696260024
previous_measurement,ratio,Geis et el.,0.142,0.051,0.007,0.003,0.007615773105863909
previous_measurement,GEn,Geis et el.,0.142,0.03507,0.005,0.00215,0.005442655601817921
previous_measurement,ratio,Geis et el.,0.203,0.07,0.008,0.004,0.008944271909999158
previous_measurement,GEn,Geis et el.,0.203,0.04203,0.00508,0.00236,0.005601428389259297
previous_measurement,ratio,Geis et el.,0.291,0.102,0.013,0.005,0.01392838827718412
previous_measurement,GEn,Geis et el.,0.291,0.05142,0.00639,0.00231,0.006794718537216976
previous_measurement,ratio,Geis et el.,0.415,0.117,0.018,0.005,0.018681541692269404
previous_measurement,GEn,Geis et el.,0.415,0.04664,0.00725,0.00207,0.007539721480267027
previous_measurement,ratio,Zhu et el.,0.495,0.13361014727780873,0.017768534266651592,0.009836152897610702,0.020309375022642802
previous_measurement,GEn,Zhu et el.,0.495,0.04632,0.00616,0.00341,0.007040859322554314
previous_measurement,ratio,Meyerhoff et el.,0.31,0.07380267087109664,0.025303772870090273,0.010543238695870948,0.02741242060926446
previous_measurement,GEn,Meyerhoff et el.,0.31,0.035,0.012,0.005,0.013000000000000001
previous_measurement,ratio,Rohe et el.,0.67,0.19367627289654368,0.04096998080503809,0.018622718547744586,0.04500383287314203
previous_measurement,GEn,Rohe et el.,0.67,0.052,0.011,0.005,0.012083045973594572
previous_measurement,ratio,Bermuth et el.,0.67,0.15643083580105452,0.03724543709548917,0.007449087419097835,0.03798304210843837
previous_measurement,GEn,Bermuth et el.,0.67,0.042,0.01,0.002,0.01019803902718557
previous_measurement,ratio,Riordan et el.,1.72,0.273,0.02,0.03,0.03605551275463989
previous_measurement,GEn,Riordan et el.,1.72,0.0236,0.0017,0.0026,0.0031064449134018133
previous_measurement,ratio,Riordan et el.,2.48,0.412,0.048,0.036,0.06
previous_measurement,GEn,Riordan et el.,2.48,0.0208,0.0024,0.0019,0.0030610455730027933
previous_measurement,ratio,Riordan et el.,3.41,0.496,0.067,0.046,0.08127115109311545
previous_measurement,GEn,Riordan et el.,3.41,0.0147,0.002,0.0014,0.0024413111231467405
previous_measurement,ratio,Schlimme et el.,1.58,0.25,0.058,0.017,0.060440052945046306
previous_measurement,GEn,Schlimme et el.,1.58,0.024,0.006,0.002,0.006324555320336759
previous_measurement,ratio,Sulkosky et el.,0.98,0.22505300104363712,0.04391278069144138,0.010978195172860345,0.04526425827634913
previous_measurement,GEn,Sulkosky et el.,0.98,0.041,0.008,0.002,0.00824621125123532
previous_measurement,ratio,Eden et el.,0.255,0.1252684452678463,0.0683282428733707,0.017082060718342677,0.07043114064494115
previous_measurement,GEn,Eden et el.,0.255,0.066,0.036,0.009,0.03710795063055894
previous_measurement,ratio,Herberg et el.,0.15,0.07279044049486125,0.010615272572167267,0.0075823375515480474,0.01304514678058558
previous_measurement,GEn,Herberg et el.,0.15,0.048,0.007,0.005,0.008602325267042627
previous_measurement,ratio,Ostrick et el.,0.34,0.13585762404829788,0.015590219153083363,0.013363044988357168,0.020533531225827302
previous_measurement,GEn,Ostrick et el.,0.34,0.061,0.007,0.006,0.009219544457292887
previous_measurement,ratio,Madey et el.,0.45,0.147707206611207,0.016113513448495313,0.005371171149498437,0.016985134534999825
previous_measurement,GEn,Madey et el.,0.45,0.055,0.006,0.002,0.006324555320336759
previous_measurement,ratio,Madey et el.,1.13,0.2526014049972401,0.019430877307480006,0.006476959102493336,0.02048194307563891
previous_measurement,GEn,Madey et el.,1.13,0.039,0.003,0.001,0.0031622776601683794
previous_measurement,ratio,Madey et el.,1.45,0.3646342442675718,0.035574072611470414,0.008893518152867604,0.0366689147276212
previous_measurement,GEn,Madey et el.,1.45,0.041,0.004,0.001,0.00412310562561766
previous_measurement,ratio,Glazier et el.,0.3,0.113834579934037,0.012418317810985856,0.004139439270328619,0.013090056330183888
previous_measurement,GEn,Glazier et el.,0.3,0.055,0.006,0.002,0.006324555320336759
previous_measurement,ratio,Glazier et el.,0.59,0.15970152512497743,0.023289805747392544,0.0066542302135407265,0.02422176359157353
previous_measurement,GEn,Glazier et el.,0.59,0.048,0.007,0.002,0.007280109889280519
previous_measurement,ratio,Glazier et el.,0.79,0.2051288801780318,0.03927999833196353,0.013093332777321177,0.04140475373887316
previous_measurement,GEn,Glazier et el.,0.79,0.047,0.009,0.003,0.009486832980505138
previous_measurement,ratio,Plaster et el.,0.45,0.147707206611207,0.016113513448495313,0.005371171149498437,0.016985134534999825
previous_measurement,GEn,Plaster et el.,0.45,0.055,0.006,0.002,0.006324555320336759
previous_measurement,ratio,Plaster et el.,1.13,0.25907836409973345,0.019430877307480006,0.006476959102493336,0.02048194307563891
previous_measurement,GEn,Plaster et el.,1.13,0.04,0.003,0.001,0.0031622776601683794
previous_measurement,ratio,Plaster et el.,1.45,0.3735277624204394,0.035574072611470414,0.008893518152867604,0.0366689147276212
previous_measurement,GEn,Plaster et el.,1.45,0.042,0.004,0.001,0.00412310562561766
this_work,ratio,This Work,2.99,0.4865,0.0404,0.0361,0.05417905499360431
this_work,ratio,This Work,6.81,0.7587,0.1247,0.0321,0.12876529035419446
this_work,ratio,This Work,9.81,0.6112,0.259,0.067,0.2675256997000475
this_work,GEn,This Work,2.99,0.0179,0.0015,0.0013,0.0019849433241279205
this_work,GEn,This Work,6.81,0.0057,0.0009,0.0003,0.0009486832980505138
this_work,GEn,This Work,9.81,0.002,0.0009,0.0003,0.0009486832980505138
global_fit_ye,ratio,Ye,1e-06,4.968463987385596e-07,,9.395176763455226e-09,9.395176763455226e-09
global_fit_ye,ratio,Ye,1.0116e-06,5.025996010398404e-07,,9.504040807189725e-09,9.504040807189725e-09
global_fit_ye,ratio,Ye,1.0233e-06,5.084194033677613e-07,,9.61416585143525e-09,9.61416585143525e-09
global_fit_ye,ratio,Ye,1.0351e-06,5.143066057226423e-07,,9.725566896198035e-09,9.725566896198035e-09
global_fit_ye,ratio,Ye,1.0471e-06,5.202619081047634e-07,,9.838257941483915e-09,9.838257941483915e-09
global_fit_ye,ratio,Ye,1.0593e-06,5.262863105145243e-07,,9.95225598729995e-09,9.95225598729995e-09
global_fit_ye,ratio,Ye,1.0715e-06,5.323803129521252e-07,,1.0067574033651581e-08,1.0067574033651581e-08
global_fit_ye,ratio,Ye,1.0839e-06,5.38545015418006e-07,,1.0184234080547887e-08,1.0184234080547887e-08
global_fit_ye,ratio,Ye,1.0965e-06,5.447810179124072e-07,,1.0302234127988351e-08,1.0302234127988351e-08
global_fit_ye,ratio,Ye,1.1092e-06,5.510893204357281e-07,,1.0421614175989238e-08,1.0421614175989238e-08
global_fit_ye,ratio,Ye,1.122e-06,5.574705229882093e-07,,1.0542364224546864e-08,1.0542364224546864e-08
global_fit_ye,ratio,Ye,1.135e-06,5.639257255702902e-07,,1.0664524273677519e-08,1.0664524273677519e-08
global_fit_ye,ratio,Ye,1.1482e-06,5.704556281822513e-07,,1.0788094323381531e-08,1.0788094323381531e-08
global_fit_ye,ratio,Ye,1.1614e-06,5.770612308244924e-07,,1.091309437366723e-08,1.091309437366723e-08
global_fit_ye,ratio,Ye,1.1749e-06,5.837432334972935e-07,,1.1039554424546939e-08,1.1039554424546939e-08
global_fit_ye,ratio,Ye,1.1885e-06,5.905026362010545e-07,,1.1167464476017032e-08,1.1167464476017032e-08
global_fit_ye,ratio,Ye,1.2023e-06,5.973403986701992e-07,,1.1296865657780877e-08,1.1296865657780877e-08
global_fit_ye,ratio,Ye,1.2162e-06,6.04257202128601e-07,,1.1427765723558821e-08,1.1427765723558821e-08
global_fit_ye,ratio,Ye,1.2303e-06,6.112542056271029e-07,,1.1560185790108277e-08,1.1560185790108277e-08
global_fit_ye,ratio,Ye,1.2445e-06,6.183321091660546e-07,,1.1694135857434633e-08,1.1694135857434633e-08
global_fit_ye,ratio,Ye,1.2589e-06,6.254920127460063e-07,,1.1829635925548317e-08,1.1829635925548317e-08
global_fit_ye,ratio,Ye,1.2735e-06,6.327349163674583e-07,,1.196670599445976e-08,1.196670599445976e-08
global_fit_ye,ratio,Ye,1.2882e-06,6.400615200307599e-07,,1.2105366064179406e-08,1.2105366064179406e-08
global_fit_ye,ratio,Ye,1.3032e-06,6.474731237365618e-07,,1.2245636134717719e-08,1.2245636134717719e-08
global_fit_ye,ratio,Ye,1.3183e-06,6.549704274852138e-07,,1.2387526206080182e-08,1.2387526206080182e-08
global_fit_ye,ratio,Ye,1.3335e-06,6.625546312773157e-07,,1.2531066278282278e-08,1.2531066278282278e-08
global_fit_ye,ratio,Ye,1.349e-06,6.702266351133176e-07,,1.267625635132455e-08,1.267625635132455e-08
global_fit_ye,ratio,Ye,1.3646e-06,6.779874389937194e-07,,1.2823146425232485e-08,1.2823146425232485e-08
global_fit_ye,ratio,Ye,1.3804e-06,6.858381429190713e-07,,1.2971726500001678e-08,1.2971726500001678e-08
global_fit_ye,ratio,Ye,1.3964e-06,6.937797468898733e-07,,1.3122036575652665e-08,1.3122036575652665e-08
global_fit_ye,ratio,Ye,1.4125e-06,7.018132509066254e-07,,1.3274076652186065e-08,1.3274076652186065e-08
global_fit_ye,ratio,Ye,1.4289e-06,7.099398549699274e-07,,1.3427886729622466e-08,1.3427886729622466e-08
global_fit_ye,ratio,Ye,1.4454e-06,7.181605590802794e-07,,1.3583476807967511e-08,1.3583476807967511e-08
global_fit_ye,ratio,Ye,1.4622e-06,7.264764358858616e-07,,1.3740878261325355e-08,1.3740878261325355e-08
global_fit_ye,ratio,Ye,1.4791e-06,7.348886409331846e-07,,1.3900098357446675e-08,1.3900098357446675e-08
global_fit_ye,ratio,Ye,1.4962e-06,7.433982460389477e-07,,1.4061158454692676e-08,1.4061158454692676e-08
global_fit_ye,ratio,Ye,1.5136e-06,7.520063512038108e-07,,1.422408855308206e-08,1.422408855308206e-08
global_fit_ye,ratio,Ye,1.5311e-06,7.60714056428434e-07,,1.4388898652621607e-08,1.4388898652621607e-08
global_fit_ye,ratio,Ye,1.5488e-06,7.695226617135971e-07,,1.4555628753336064e-08,1.4555628753336064e-08
global_fit_ye,ratio,Ye,1.5668e-06,7.784332670599603e-07,,1.4724288855232255e-08,1.4724288855232255e-08
global_fit_ye,ratio,Ye,1.5849e-06,7.874470724682436e-07,,1.4894898958322996e-08,1.4894898958322996e-08
global_fit_ye,ratio,Ye,1.6032e-06,7.965652779391669e-07,,1.5067489062627167e-08,1.5067489062627167e-08
global_fit_ye,ratio,Ye,1.6218e-06,8.057889834733901e-07,,1.5242079168157676e-08,1.5242079168157676e-08
global_fit_ye,ratio,Ye,1.6406e-06,8.151195890717534e-07,,1.5418689274927397e-08,1.5418689274927397e-08
global_fit_ye,ratio,Ye,1.6596e-06,8.245581947349168e-07,,1.559734938295528e-08,1.559734938295528e-08
global_fit_ye,ratio,Ye,1.6788e-06,8.341060004636003e-07,,1.5778079492254388e-08,1.5778079492254388e-08
global_fit_ye,ratio,Ye,1.6982e-06,8.437645062587038e-07,,1.596089960283769e-08,1.596089960283769e-08
global_fit_ye,ratio,Ye,1.7179e-06,8.535348121208872e-07,,1.614584971473026e-08,1.614584971473026e-08
global_fit_ye,ratio,Ye,1.7378e-06,8.634183043928131e-07,,1.6332931461227303e-08,1.6332931461227303e-08
global_fit_ye,ratio,Ye,1.7579e-06,8.734161113912779e-07,,1.6522181594690747e-08,1.6522181594690747e-08
global_fit_ye,ratio,Ye,1.7783e-06,8.835297184708029e-07,,1.6713631729728838e-08,1.6713631729728838e-08
global_fit_ye,ratio,Ye,1.7989e-06,8.93760525632368e-07,,1.6907291866349895e-08,1.6907291866349895e-08
global_fit_ye,ratio,Ye,1.8197e-06,9.041097328768131e-07,,1.7103202004583036e-08,1.7103202004583036e-08
global_fit_ye,ratio,Ye,1.8408e-06,9.145787402051181e-07,,1.73013821444436e-08,1.73013821444436e-08
global_fit_ye,ratio,Ye,1.8621e-06,9.251690476183333e-07,,1.7501852285947013e-08,1.7501852285947013e-08
global_fit_ye,ratio,Ye,1.8836e-06,9.358818551172985e-07,,1.770465242912261e-08,1.770465242912261e-08
global_fit_ye,ratio,Ye,1.9055e-06,9.467188627032039e-07,,1.7909802573985795e-08,1.7909802573985795e-08
global_fit_ye,ratio,Ye,1.9275e-06,9.576812703768892e-07,,1.8117322720552197e-08,1.8117322720552197e-08
global_fit_ye,ratio,Ye,1.9498e-06,9.687706781394747e-07,,1.8327252868851252e-08,1.8327252868851252e-08
global_fit_ye,ratio,Ye,1.9724e-06,9.799883859918701e-07,,1.853961301889855e-08,1.853961301889855e-08
global_fit_ye,ratio,Ye,1.9953e-06,9.913361930689545e-07,,1.8754435046161678e-08,1.8754435046161678e-08
global_fit_ye,ratio,Ye,2.0184e-06,1.0028148022518416e-06,,1.8971745221504616e-08,1.8971745221504616e-08
global_fit_ye,ratio,Ye,2.0417e-06,1.0144268115414494e-06,,1.9191575398916004e-08,1.9191575398916004e-08
global_fit_ye,ratio,Ye,2.0654e-06,1.0261738209390566e-06,,1.9413955578421707e-08,1.9413955578421707e-08
global_fit_ye,ratio,Ye,2.0893e-06,1.0380558304446645e-06,,1.9638905760039574e-08,1.9638905760039574e-08
global_fit_ye,ratio,Ye,2.1135e-06,1.0500758400606723e-06,,1.986646594380354e-08,1.986646594380354e-08
global_fit_ye,ratio,Ye,2.138e-06,1.0622358497886799e-06,,2.0096656129731848e-08,2.0096656129731848e-08
global_fit_ye,ratio,Ye,2.1627e-06,1.0745358596286878e-06,,2.032952631786634e-08,2.032952631786634e-08
global_fit_ye,ratio,Ye,2.1878e-06,1.0869778695822958e-06,,2.0565086508217347e-08,2.0565086508217347e-08
global_fit_ye,ratio,Ye,2.2131e-06,1.0995648796519039e-06,,2.0803376700819075e-08,2.0803376700819075e-08
global_fit_ye,ratio,Ye,2.2387e-06,1.1122968898375118e-06,,2.104442689569794e-08,2.104442689569794e-08
global_fit_ye,ratio,Ye,2.2646e-06,1.1251770126593115e-06,,2.128827922171794e-08,2.128827922171794e-08
global_fit_ye,ratio,Ye,2.2909e-06,1.138205024384522e-06,,2.1534949445905263e-08,2.1534949445905263e-08
global_fit_ye,ratio,Ye,2.3174e-06,1.1513850362465326e-06,,2.1784479672743407e-08,2.1784479672743407e-08
global_fit_ye,ratio,Ye,2.3442e-06,1.1647170482453434e-06,,2.2036899902261677e-08,2.2036899902261677e-08
global_fit_ye,ratio,Ye,2.3714e-06,1.1782040603836544e-06,,2.2292240134490163e-08,2.2292240134490163e-08
global_fit_ye,ratio,Ye,2.3988e-06,1.1918470726623652e-06,,2.2550550369476562e-08,2.2550550369476562e-08
global_fit_ye,ratio,Ye,2.4266e-06,1.2056480850832765e-06,,2.2811840607233054e-08,2.2811840607233054e-08
global_fit_ye,ratio,Ye,2.4547e-06,1.2196080976472877e-06,,2.3076170847816382e-08,2.3076170847816382e-08
global_fit_ye,ratio,Ye,2.4831e-06,1.2337311103579992e-06,,2.3343551091239063e-08,2.3343551091239063e-08
global_fit_ye,ratio,Ye,2.5119e-06,1.248016248016248e-06,,2.3614043698964623e-08,2.3614043698964623e-08
global_fit_ye,ratio,Ye,2.541e-06,1.2624682624682623e-06,,2.388766397556394e-08,2.388766397556394e-08
global_fit_ye,ratio,Ye,2.5704e-06,1.277086277086277e-06,,2.4164454255437565e-08,2.4164454255437565e-08
global_fit_ye,ratio,Ye,2.6002e-06,1.2918742918742918e-06,,2.4444454538629478e-08,2.4444454538629478e-08
global_fit_ye,ratio,Ye,2.6303e-06,1.3068333068333068e-06,,2.4727694825173207e-08,2.4727694825173207e-08
global_fit_ye,ratio,Ye,2.6607e-06,1.321966321966322e-06,,2.5014215115112982e-08,2.5014215115112982e-08
global_fit_ye,ratio,Ye,2.6915e-06,1.3372733372733374e-06,,2.5304065408502587e-08,2.5304065408502587e-08
global_fit_ye,ratio,Ye,2.7227e-06,1.352758352758353e-06,,2.5597265705366398e-08,2.5597265705366398e-08
global_fit_ye,ratio,Ye,2.7542e-06,1.3684223684223687e-06,,2.589386600575873e-08,2.589386600575873e-08
global_fit_ye,ratio,Ye,2.7861e-06,1.384267522694275e-06,,2.619389892910658e-08,2.619389892910658e-08
global_fit_ye,ratio,Ye,2.8184e-06,1.4002965403261944e-06,,2.64974192670417e-08,2.64974192670417e-08
global_fit_ye,ratio,Ye,2.851e-06,1.416511558162714e-06,,2.6804449608980376e-08,2.6804449608980376e-08
global_fit_ye,ratio,Ye,2.884e-06,1.4329135762049339e-06,,2.7115029954971445e-08,2.7115029954971445e-08
global_fit_ye,ratio,Ye,2.9174e-06,1.4495055944561537e-06,,2.7429220305086174e-08,2.7429220305086174e-08
global_fit_ye,ratio,Ye,2.9512e-06,1.4662906129196744e-06,,2.774705065936328e-08,2.774705065936328e-08
global_fit_ye,ratio,Ye,2.9854e-06,1.4832686315954947e-06,,2.8068561017851498e-08,2.8068561017851498e-08
global_fit_ye,ratio,Ye,3.02e-06,1.5004446504891156e-06,,2.8393791380601565e-08,2.8393791380601565e-08
global_fit_ye,ratio,Ye,3.0549e-06,1.5178188213825856e-06,,2.872280461996812e-08,2.872280461996812e-08
global_fit_ye,ratio,Ye,3.0903e-06,1.5353938424726112e-06,,2.905561502469363e-08,2.905561502469363e-08
global_fit_ye,ratio,Ye,3.1261e-06,1.5531728638074364e-06,,2.9392285434239114e-08,2.9392285434239114e-08
global_fit_ye,ratio,Ye,3.1623e-06,1.5711578853894623e-06,,2.9732865848670903e-08,2.9732865848670903e-08
global_fit_ye,ratio,Ye,3.1989e-06,1.5893509072210886e-06,,3.00773862680318e-08,3.00773862680318e-08
global_fit_ye,ratio,Ye,3.2359e-06,1.6077539293047156e-06,,3.042589669238872e-08,3.042589669238872e-08
global_fit_ye,ratio,Ye,3.2734e-06,1.626370951645142e-06,,3.077844712180945e-08,3.077844712180945e-08
global_fit_ye,ratio,Ye,3.3113e-06,1.6452031387640804e-06,,3.113508066986109e-08,3.113508066986109e-08
global_fit_ye,ratio,Ye,3.3497e-06,1.6642541635304128e-06,,3.149585114567712e-08,3.149585114567712e-08
global_fit_ye,ratio,Ye,3.3884e-06,1.683525188582745e-06,,3.186080162716602e-08,3.186080162716602e-08
global_fit_ye,ratio,Ye,3.4277e-06,1.703019213924978e-06,,3.2229972114388295e-08,3.2229972114388295e-08
global_fit_ye,ratio,Ye,3.4674e-06,1.7227382395597113e-06,,3.260343260744346e-08,3.260343260744346e-08
global_fit_ye,ratio,Ye,3.5075e-06,1.7426872654934453e-06,,3.2981213106380186e-08,3.2981213106380186e-08
global_fit_ye,ratio,Ye,3.5481e-06,1.762866291726179e-06,,3.336337361128516e-08,3.336337361128516e-08
global_fit_ye,ratio,Ye,3.5892e-06,1.783279496591295e-06,,3.3749957497220315e-08,3.3749957497220315e-08
global_fit_ye,ratio,Ye,3.6308e-06,1.8039285254999358e-06,,3.414102805339313e-08,3.414102805339313e-08
global_fit_ye,ratio,Ye,3.6728e-06,1.8248165547431768e-06,,3.4536628616212255e-08,3.4536628616212255e-08
global_fit_ye,ratio,Ye,3.7154e-06,1.845946584325218e-06,,3.493680918575857e-08,3.493680918575857e-08
global_fit_ye,ratio,Ye,3.7584e-06,1.8673216142502603e-06,,3.534162976212677e-08,3.534162976212677e-08
global_fit_ye,ratio,Ye,3.8019e-06,1.8889436445211022e-06,,3.5751130345384476e-08,3.5751130345384476e-08
global_fit_ye,ratio,Ye,3.8459e-06,1.9108168662252993e-06,,3.616539455220009e-08,3.616539455220009e-08
global_fit_ye,ratio,Ye,3.8905e-06,1.9329428994143486e-06,,3.658444519144382e-08,3.658444519144382e-08
global_fit_ye,ratio,Ye,3.9355e-06,1.9553249329873994e-06,,3.700835583835152e-08,3.700835583835152e-08
global_fit_ye,ratio,Ye,3.9811e-06,1.9779659669489504e-06,,3.743717649301169e-08,3.743717649301169e-08
global_fit_ye,ratio,Ye,4.0272e-06,2.0008700013050014e-06,,3.7870967155528036e-08,3.7870967155528036e-08
global_fit_ye,ratio,Ye,4.0738e-06,2.0240390360585543e-06,,3.830978782600425e-08,3.830978782600425e-08
global_fit_ye,ratio,Ye,4.121e-06,2.047476275962042e-06,,3.875369237990483e-08,3.875369237990483e-08
global_fit_ye,ratio,Ye,4.1687e-06,2.071184313894902e-06,,3.920274311150514e-08,3.920274311150514e-08
global_fit_ye,ratio,Ye,4.217e-06,2.095167352267764e-06,,3.965699385188589e-08,3.965699385188589e-08
global_fit_ye,ratio,Ye,4.2658e-06,2.1194273910838257e-06,,4.011650460115877e-08,4.011650460115877e-08
global_fit_ye,ratio,Ye,4.3152e-06,2.143969430351089e-06,,4.058133535943686e-08,4.058133535943686e-08
global_fit_ye,ratio,Ye,4.3652e-06,2.168795686952668e-06,,4.1051570232029004e-08,4.1051570232029004e-08
global_fit_ye,ratio,Ye,4.4157e-06,2.19390872964484e-06,,4.152724105625699e-08,4.152724105625699e-08
global_fit_ye,ratio,Ye,4.4668e-06,2.2193127728317138e-06,,4.2008421890398685e-08,4.2008421890398685e-08
global_fit_ye,ratio,Ye,4.5186e-06,2.2450108165183884e-06,,4.249518273459222e-08,4.249518273459222e-08
global_fit_ye,ratio,Ye,4.5709e-06,2.271005860709963e-06,,4.298758358895959e-08,4.298758358895959e-08
global_fit_ye,ratio,Ye,4.6238e-06,2.2973029054149393e-06,,4.34856844536236e-08,4.34856844536236e-08
global_fit_ye,ratio,Ye,4.6774e-06,2.3239041830275293e-06,,4.398956972770545e-08,4.398956972770545e-08
global_fit_ye,ratio,Ye,4.7315e-06,2.350813231463817e-06,,4.4499280664354804e-08,4.4499280664354804e-08
global_fit_ye,ratio,Ye,4.7863e-06,2.3780342804617047e-06,,4.5014901612314706e-08,4.5014901612314706e-08
global_fit_ye,ratio,Ye,4.8417e-06,2.4055703300265935e-06,,4.5536492571716696e-08,4.5536492571716696e-08
global_fit_ye,ratio,Ye,4.8978e-06,2.4334256235086845e-06,,4.60641381491512e-08,4.60641381491512e-08
global_fit_ye,ratio,Ye,4.9545e-06,2.461602677045086e-06,,4.659788918528253e-08,4.659788918528253e-08
global_fit_ye,ratio,Ye,5.0119e-06,2.49010673120279e-06,,4.713783023394671e-08,4.713783023394671e-08
global_fit_ye,ratio,Ye,5.0699e-06,2.5189397859855935e-06,,4.7684021295284906e-08,4.7684021295284906e-08
global_fit_ye,ratio,Ye,5.1286e-06,2.548107841404899e-06,,4.8236552369495875e-08,4.8236552369495875e-08
global_fit_ye,ratio,Ye,5.188e-06,2.5776131552263103e-06,,4.8795478336261513e-08,4.8795478336261513e-08
global_fit_ye,ratio,Ye,5.2481e-06,2.607460214920429e-06,,4.9360879493208094e-08,4.9360879493208094e-08
global_fit_ye,ratio,Ye,5.3088e-06,2.6376522753045506e-06,,4.9932830664171206e-08,4.9932830664171206e-08
global_fit_ye,ratio,Ye,5.3703e-06,2.6681943363886724e-06,,5.051141184934393e-08,5.051141184934393e-08
global_fit_ye,ratio,Ye,5.4325e-06,2.699090668090403e-06,,5.109670815860067e-08,5.109670815860067e-08
global_fit_ye,ratio,Ye,5.4954e-06,2.730344733723941e-06,,5.168876943193985e-08,5.168876943193985e-08
global_fit_ye,ratio,Ye,5.559e-06,2.7619598001155805e-06,,5.228770072075786e-08,5.228770072075786e-08
global_fit_ye,ratio,Ye,5.6234e-06,2.793940867275821e-06,,5.289356202521881e-08,5.289356202521881e-08
global_fit_ye,ratio,Ye,5.6885e-06,2.8262932178450786e-06,,5.3506458696228204e-08,5.3506458696228204e-08
global_fit_ye,ratio,Ye,5.7544e-06,2.8590202898446374e-06,,5.412644009463578e-08,5.412644009463578e-08
global_fit_ye,ratio,Ye,5.821e-06,2.892125362675798e-06,,5.47536215100902e-08,5.47536215100902e-08
global_fit_ye,ratio,Ye,5.8884e-06,2.92561343634956e-06,,5.5388052942746244e-08,5.5388052942746244e-08
global_fit_ye,ratio,Ye,5.9566e-06,2.9594908068288557e-06,,5.6029849995886515e-08,5.6029849995886515e-08
global_fit_ye,ratio,Ye,6.0256e-06,2.9937598856477368e-06,,5.667908152866093e-08,5.667908152866093e-08
global_fit_ye,ratio,Ye,6.0954e-06,3.028424965377421e-06,,5.7335833080117354e-08,5.7335833080117354e-08
global_fit_ye,ratio,Ye,6.166e-06,3.0634920460317063e-06,,5.80001946505132e-08,5.80001946505132e-08
global_fit_ye,ratio,Ye,6.2373e-06,3.09896543751705e-06,,5.86722521073215e-08,5.86722521073215e-08
global_fit_ye,ratio,Ye,6.3096e-06,3.134848523636457e-06,,5.935210378435312e-08,5.935210378435312e-08
global_fit_ye,ratio,Ye,6.3826e-06,3.171148610756666e-06,,6.003982548186664e-08,6.003982548186664e-08
global_fit_ye,ratio,Ye,6.4565e-06,3.2078676988824768e-06,,6.073551720015519e-08,6.073551720015519e-08
global_fit_ye,ratio,Ye,6.5313e-06,3.245013112532782e-06,,6.143927508343692e-08,6.143927508343692e-08
global_fit_ye,ratio,Ye,6.6069e-06,3.2825872064680163e-06,,6.215118691531584e-08,6.215118691531584e-08
global_fit_ye,ratio,Ye,6.6834e-06,3.320597301493254e-06,,6.287133876962302e-08,6.287133876962302e-08
global_fit_ye,ratio,Ye,6.7608e-06,3.3590477335241065e-06,,6.359984700669838e-08,6.359984700669838e-08
global_fit_ye,ratio,Ye,6.8391e-06,3.3979428346513703e-06,,6.433678898052472e-08,6.433678898052472e-08
global_fit_ye,ratio,Ye,6.9183e-06,3.4372889369512364e-06,,6.50822709785824e-08,6.50822709785824e-08
global_fit_ye,ratio,Ye,6.9984e-06,3.477090040434105e-06,,6.583639300120155e-08,6.583639300120155e-08
global_fit_ye,ratio,Ye,7.0795e-06,3.517352496851742e-06,,6.659925170863308e-08,6.659925170863308e-08
global_fit_ye,ratio,Ye,7.1614e-06,3.558080606817639e-06,,6.737095385854906e-08,6.737095385854906e-08
global_fit_ye,ratio,Ye,7.2444e-06,3.5992807180579385e-06,,6.815159603493077e-08,6.815159603493077e-08
global_fit_ye,ratio,Ye,7.3282e-06,3.6409571946801445e-06,,6.894128513227503e-08,6.894128513227503e-08
global_fit_ye,ratio,Ye,7.4131e-06,3.683117312728475e-06,,6.974011744255435e-08,6.974011744255435e-08
global_fit_ye,ratio,Ye,7.4989e-06,3.72576443214041e-06,,7.054820978133998e-08,7.054820978133998e-08
global_fit_ye,ratio,Ye,7.5858e-06,3.7689069298300966e-06,,7.136566928559264e-08,7.136566928559264e-08
global_fit_ye,ratio,Ye,7.6736e-06,3.812548056389364e-06,,7.219259176523029e-08,7.219259176523029e-08
global_fit_ye,ratio,Ye,7.7625e-06,3.856694184413134e-06,,7.302910427553929e-08,7.302910427553929e-08
global_fit_ye,ratio,Ye,7.8524e-06,3.901351704055112e-06,,7.387531420446453e-08,7.387531420446453e-08
global_fit_ye,ratio,Ye,7.9433e-06,3.946526839580519e-06,,7.473131686292365e-08,7.473131686292365e-08
global_fit_ye,ratio,Ye,8.0353e-06,3.99222397667193e-06,,7.559723955431449e-08,7.559723955431449e-08
global_fit_ye,ratio,Ye,8.1283e-06,4.0384515191997096e-06,,7.647320992645355e-08,7.647320992645355e-08
global_fit_ye,ratio,Ye,8.2224e-06,4.085213664162359e-06,,7.735932277371069e-08,7.735932277371069e-08
