dataset,panel,paper,Q2,value,stat_err,sys_err,total_err
global_fit_ye,GEn,Ye,0.22909,0.04761085989311005,,0.002384079279850516,0.002384079279850516
global_fit_ye,GEn,Ye,0.23174,0.04778256015588382,,0.002370496114527074,0.002370496114527074
global_fit_ye,GEn,Ye,0.23442,0.04795204390970717,,0.002356949121748637,0.002356949121748637
global_fit_ye,GEn,Ye,0.23714,0.04811828905637136,,0.0023433940825689104,0.0023433940825689104
global_fit_ye,GEn,Ye,0.23988,0.04828332176740513,,0.002329937209897796,0.002329937209897796
global_fit_ye,GEn,Ye,0.24266,0.04844511013314772,,0.002316484391984429,0.002316484391984429
global_fit_ye,GEn,Ye,0.24547,0.04860466046712444,,0.0023030916376020195,0.0023030916376020195
global_fit_ye,GEn,Ye,0.24831,0.048761963645390836,,0.002289764209212777,0.002289764209212777
global_fit_ye,GEn,Ye,0.25119,0.04891600426919715,,0.002276459317228686,0.002276459317228686
global_fit_ye,GEn,Ye,0.2541,0.049067797389621075,,0.002263230159274322,0.002263230159274322
global_fit_ye,GEn,Ye,0.25704,0.04921734115013744,,0.0022500815851629534,0.0022500815851629534
global_fit_ye,GEn,Ye,0.26002,0.04936361103639743,,0.002236972719272721,0.002236972719272721
global_fit_ye,GEn,Ye,0.26303,0.0495076297578482,,0.002223954002427072,0.002223954002427072
global_fit_ye,GEn,Ye,0.26607,0.049649397172601764,,0.0022110309296053308,0.0022110309296053308
global_fit_ye,GEn,Ye,0.26915,0.04978788612613329,,0.0021981623543419746,0.0021981623543419746
global_fit_ye,GEn,Ye,0.27227,0.04992311464235298,,0.0021853531128946833,0.0021853531128946833
global_fit_ye,GEn,Ye,0.27542,0.050056091310937995,,0.002172653035967991,0.002172653035967991
global_fit_ye,GEn,Ye,0.27861,0.05018580311533909,,0.0021600217690385553,0.0021600217690385553
global_fit_ye,GEn,Ye,0.28184,0.050312254960267686,,0.002147464742163777,0.002147464742163777
global_fit_ye,GEn,Ye,0.2851,0.05043647148083189,,0.0021350286025684224,0.0021350286025684224
global_fit_ye,GEn,Ye,0.2884,0.05055744381414911,,0.0021226747889772674,0.0021226747889772674
global_fit_ye,GEn,Ye,0.29174,0.050675189336904326,,0.002110407267938529,0.002110407267938529
global_fit_ye,GEn,Ye,0.29512,0.05078966119882945,,0.002098230367288822,0.002098230367288822
global_fit_ye,GEn,Ye,0.29854,0.050900943782916194,,0.0020861487598154605,0.0020861487598154605
global_fit_ye,GEn,Ye,0.302,0.05100902679701293,,0.0020741654780968306,0.0020741654780968306
global_fit_ye,GEn,Ye,0.30549,0.051114908032992956,,0.002062325026893649,0.002062325026893649
global_fit_ye,GEn,Ye,0.30903,0.05121656508970916,,0.002050550025594123,0.002050550025594123
global_fit_ye,GEn,Ye,0.31261,0.05131504811091792,,0.0020388840841982173,0.0020388840841982173
global_fit_ye,GEn,Ye,0.31623,0.051410399124155244,,0.0020273316161141855,0.0020273316161141855
global_fit_ye,GEn,Ye,0.31989,0.051502612591980135,,0.0020158949613591427,0.0020158949613591427
global_fit_ye,GEn,Ye,0.32359,0.051591637090098875,,0.0020045777588309248,0.0020045777588309248
global_fit_ye,GEn,Ye,0.32734,0.051676614877717464,,0.0019933445904596067,0.0019933445904596067
global_fit_ye,GEn,Ye,0.33113,0.05175844962983146,,0.0019822370023403024,0.0019822370023403024
global_fit_ye,GEn,Ye,0.33497,0.05183619518123238,,0.0019712199994687566,0.0019712199994687566
global_fit_ye,GEn,Ye,0.33884,0.05191192963073738,,0.0019603724380789183,0.0019603724380789183
global_fit_ye,GEn,Ye,0.34277,0.05198259175197325,,0.0019495841574528928,0.0019495841574528928
global_fit_ye,GEn,Ye,0.34674,0.05205030406876873,,0.001938933368805821,0.001938933368805821
global_fit_ye,GEn,Ye,0.35075,0.0521149778751366,,0.0019284222310565282,0.0019284222310565282
global_fit_ye,GEn,Ye,0.35481,0.05217572614148492,,0.0019180163015776054,0.0019180163015776054
global_fit_ye,GEn,Ye,0.35892,0.05223251590247818,,0.0019077198038661162,0.0019077198038661162
global_fit_ye,GEn,Ye,0.36308,0.052285448477002304,,0.0018975345842225453,0.0018975345842225453
global_fit_ye,GEn,Ye,0.36728,0.052335465300951345,,0.0018874991495453537,0.0018874991495453537
global_fit_ye,GEn,Ye,0.37154,0.052380679057924616,,0.0018775450963695868,0.0018775450963695868
global_fit_ye,GEn,Ye,0.37584,0.052423088818170496,,0.0018677453487626896,0.0018677453487626896
global_fit_ye,GEn,Ye,0.38019,0.05246173936006082,,0.0018580670155424147,0.0018580670155424147
global_fit_ye,GEn,Ye,0.38459,0.05249660639953845,,0.0018485125303192315,0.0018485125303192315
global_fit_ye,GEn,Ye,0.38905,0.052526879440100094,,0.0018390511286075588,0.0018390511286075588
global_fit_ye,GEn,Ye,0.39355,0.05255440927817727,,0.0018297513490270435,0.0018297513490270435
global_fit_ye,GEn,Ye,0.39811,0.05257735057706131,,0.0018205493830997148,0.0018205493830997148
global_fit_ye,GEn,Ye,0.40272,0.05259676287247819,,0.0018114805299168871,0.0018114805299168871
global_fit_ye,GEn,Ye,0.40738,0.05261258681894296,,0.0018025460791069494,0.0018025460791069494
global_fit_ye,GEn,Ye,0.4121,0.05262398912894243,,0.0017937164274043722,0.0017937164274043722
global_fit_ye,GEn,Ye,0.41687,0.052631939111160014,,0.0017850259343990718,0.0017850259343990718
global_fit_ye,GEn,Ye,0.4217,0.052635570921543945,,0.0017764440734173062,0.0017764440734173062
global_fit_ye,GEn,Ye,0.42658,0.052635808758774896,,0.0017680051192852115,0.0017680051192852115
global_fit_ye,GEn,Ye,0.43152,0.05263179643411468,,0.0017596792186342213,0.0017596792186342213
global_fit_ye,GEn,Ye,0.43652,0.052623573603475575,,0.0017514684409968473,0.0017514684409968473
global_fit_ye,GEn,Ye,0.44157,0.052612133038903434,,0.0017434057425654299,0.0017434057425654299
global_fit_ye,GEn,Ye,0.44668,0.05259663137813409,,0.0017354620503415926,0.0017354620503415926
global_fit_ye,GEn,Ye,0.45186,0.05257616757518595,,0.0017276092364639538,0.0017276092364639538
global_fit_ye,GEn,Ye,0.45709,0.052552599738468306,,0.0017199092529061246,0.0017199092529061246
global_fit_ye,GEn,Ye,0.46238,0.05252513649386747,,0.0017123337679422748,0.0017123337679422748
global_fit_ye,GEn,Ye,0.46774,0.05249293021380205,,0.001704855355793194,0.001704855355793194
global_fit_ye,GEn,Ye,0.47315,0.052457813274536684,,0.0016975342757899498,0.0016975342757899498
global_fit_ye,GEn,Ye,0.47863,0.05241805347908292,,0.0016903137354112223,0.0016903137354112223
global_fit_ye,GEn,Ye,0.48417,0.0523745892206246,,0.0016832248250639153,0.0016832248250639153
global_fit_ye,GEn,Ye,0.48978,0.05232663107541589,,0.0016762408648934763,0.0016762408648934763
global_fit_ye,GEn,Ye,0.49545,0.0522751435829739,,0.0016693910580367897,0.0016693910580367897
global_fit_ye,GEn,Ye,0.50119,0.05221931208066543,,0.0016626499568851566,0.0016626499568851566
global_fit_ye,GEn,Ye,0.50699,0.05216002332051053,,0.0016560463041731044,0.0016560463041731044
global_fit_ye,GEn,Ye,0.51286,0.05209654281559664,,0.001649554124231757,0.001649554124231757
global_fit_ye,GEn,Ye,0.5188,0.05202890158361858,,0.001643175646000438,0.001643175646000438
global_fit_ye,GEn,Ye,0.52481,0.05195719895609842,,0.0016369122549976152,0.0016369122549976152
global_fit_ye,GEn,Ye,0.53088,0.0518823372590296,,0.0016307917960452288,0.0016307917960452288
global_fit_ye,GEn,Ye,0.53703,0.05180273796005254,,0.001624763522546143,0.001624763522546143
global_fit_ye,GEn,Ye,0.54325,0.05171927710633381,,0.001618854850168337,0.001618854850168337
global_fit_ye,GEn,Ye,0.54954,0.05163208641926664,,0.0016130678127887603,0.0016130678127887603
global_fit_ye,GEn,Ye,0.5559,0.05154120124756599,,0.0016074033140696961,0.0016074033140696961
global_fit_ye,GEn,Ye,0.56234,0.05144588115425922,,0.0016018381798432305,0.0016018381798432305
global_fit_ye,GEn,Ye,0.56885,0.05134707646276719,,0.0015963985984109956,0.0015963985984109956
global_fit_ye,GEn,Ye,0.57544,0.05124399612308823,,0.0015910611693743912,0.0015910611693743912
global_fit_ye,GEn,Ye,0.5821,0.051137578794165466,,0.0015858525531861536,0.0015858525531861536
global_fit_ye,GEn,Ye,0.58884,0.05102710666368219,,0.0015807494151358792,0.0015807494151358792
global_fit_ye,GEn,Ye,0.59566,0.05091263579573648,,0.0015757532132040545,0.0015757532132040545
global_fit_ye,GEn,Ye,0.60256,0.050794311629530735,,0.0015708658222311509,0.0015708658222311509
global_fit_ye,GEn,Ye,0.60954,0.05067216159366963,,0.0015660889288974034,0.0015660889288974034
global_fit_ye,GEn,Ye,0.6166,0.05054635899987837,,0.0015614237504894967,0.0015614237504894967
global_fit_ye,GEn,Ye,0.62373,0.050417687940270045,,0.0015568952518302006,0.0015568952518302006
global_fit_ye,GEn,Ye,0.63096,0.05028396694594427,,0.0015524345478790027,0.0015524345478790027
global_fit_ye,GEn,Ye,0.63826,0.050147606176639443,,0.0015481134958216462,0.0015481134958216462
global_fit_ye,GEn,Ye,0.64565,0.050007196533416405,,0.001543887044228328,0.001543887044228328
global_fit_ye,GEn,Ye,0.65313,0.04986278676893829,,0.0015397569238260744,0.0015397569238260744
global_fit_ye,GEn,Ye,0.66069,0.04971526071642277,,0.001535747622502772,0.001535747622502772
global_fit_ye,GEn,Ye,0.66834,0.049563983374141134,,0.0015318377127350692,0.0015318377127350692
global_fit_ye,GEn,Ye,0.67608,0.04940905729696254,,0.0015280291549150643,0.0015280291549150643
global_fit_ye,GEn,Ye,0.68391,0.04925058476057378,,0.0015243231848970148,0.0015243231848970148
global_fit_ye,GEn,Ye,0.69183,0.04908866768049284,,0.0015207218885701194,0.0015207218885701194
global_fit_ye,GEn,Ye,0.69984,0.04892340753434951,,0.001517226627943024,0.001517226627943024
global_fit_ye,GEn,Ye,0.70795,0.0487542176082701,,0.001513817225684907,0.001513817225684907
global_fit_ye,GEn,Ye,0.71614,0.048582579998603166,,0.0015105382932789511,0.0015105382932789511
global_fit_ye,GEn,Ye,0.72444,0.04840657504503413,,0.0015073278036387516,0.0015073278036387516
global_fit_ye,GEn,Ye,0.73282,0.04822834486076828,,0.0015042501438238217,0.0015042501438238217
global_fit_ye,GEn,Ye,0.74131,0.04804595737752928,,0.0015012443753306284,0.0015012443753306284
global_fit_ye,GEn,Ye,0.74989,0.047860859902929466,,0.0014983539297016976,0.0014983539297016976
global_fit_ye,GEn,Ye,0.75858,0.04767187385506208,,0.0014955390327868814,0.0014955390327868814
global_fit_ye,GEn,Ye,0.76736,0.04748041817488279,,0.0014928422860878408,0.0014928422860878408
global_fit_ye,GEn,Ye,0.77625,0.04728529108529899,,0.0014902248343485022,0.0014902248343485022
global_fit_ye,GEn,Ye,0.78524,0.04708727715246505,,0.0014877087740815841,0.0014877087740815841
global_fit_ye,GEn,Ye,0.79433,0.04688646491162489,,0.0014852951696425498,0.0014852951696425498
global_fit_ye,GEn,Ye,0.80353,0.04668234789612285,,0.001482966179314738,0.001482966179314738
global_fit_ye,GEn,Ye,0.81283,0.046475686791148905,,0.001480743008494908,0.001480743008494908
global_fit_ye,GEn,Ye,0.82224,0.04626596318418277,,0.0014786081002919195,0.0014786081002919195
global_fit_ye,GEn,Ye,0.83176,0.04605330287193489,,0.0014765629791706131,0.0014765629791706131
global_fit_ye,GEn,Ye,0.8414,0.045837239242746124,,0.0014745905759844739,0.0014745905759844739
global_fit_ye,GEn,Ye,0.85114,0.04561910405330195,,0.0014727305518214403,0.0014727305518214403
global_fit_ye,GEn,Ye,0.86099,0.045398379395861235,,0.001470965443275509,0.001470965443275509
global_fit_ye,GEn,Ye,0.87096,0.045174613999377985,,0.0014692785282685277,0.0014692785282685277
global_fit_ye,GEn,Ye,0.88105,0.04494796563332865,,0.001467671844745929,0.001467671844745929
global_fit_ye,GEn,Ye,0.89125,0.04471910841903007,,0.001466165502424494,0.001466165502424494
global_fit_ye,GEn,Ye,0.90157,0.0444876049629154,,0.0014647426777218543,0.0014647426777218543
global_fit_ye,GEn,Ye,0.91201,0.04425358735664543,,0.0014634056673626847,0.0014634056673626847
global_fit_ye,GEn,Ye,0.92257,0.044017185635964975,,0.0014621561261053359,0.0014621561261053359
global_fit_ye,GEn,Ye,0.93325,0.04377849038599812,,0.0014609958477077606,0.0014609958477077606
global_fit_ye,GEn,Ye,0.94406,0.04353713923955192,,0.001459908913068192,0.001459908913068192
global_fit_ye,GEn,Ye,0.95499,0.04329375853973974,,0.0014589150827679445,0.0014589150827679445
global_fit_ye,GEn,Ye,0.96605,0.043047975180898576,,0.0014579985528169527,0.0014579985528169527
global_fit_ye,GEn,Ye,0.97724,0.04279991006913554,,0.0014571614028648658,0.0014571614028648658
global_fit_ye,GEn,Ye,0.98855,0.04255018357205858,,0.0014564226003776278,0.0014564226003776278
global_fit_ye,GEn,Ye,1.0,0.04229792232823775,,0.0014557498099586198,0.0014557498099586198
global_fit_ye,GEn,Ye,1.0116,0.04204280619764206,,0.0014551284819856124,0.0014551284819856124
global_fit_ye,GEn,Ye,1.0233,0.041787379007629216,,0.0014546449797978008,0.0014546449797978008
global_fit_ye,GEn,Ye,1.0351,0.04153171234951205,,0.0014543000257626814,0.0014543000257626814
global_fit_ye,GEn,Ye,1.0471,0.04127116147205538,,0.0014539289324963195,0.0014539289324963195
global_fit_ye,GEn,Ye,1.0593,0.04100599558687684,,0.0014535359163931898,0.0014535359163931898
global_fit_ye,GEn,Ye,1.0715,0.04074557927317507,,0.0014534515121699002,0.0014534515121699002
global_fit_ye,GEn,Ye,1.0839,0.0404807651398768,,0.0014533485595580225,0.0014533485595580225
global_fit_ye,GEn,Ye,1.0965,0.04021179621303242,,0.0014532314793987853,0.0014532314793987853
global_fit_ye,GEn,Ye,1.1092,0.03994328771589317,,0.0014532636753211516,0.0014532636753211516
global_fit_ye,GEn,Ye,1.122,0.0396752791291642,,0.0014534458972345113,0.0014534458972345113
global_fit_ye,GEn,Ye,1.135,0.039403551956874575,,0.0014536209103634666,0.0014536209103634666
global_fit_ye,GEn,Ye,1.1482,0.039128306241438426,,0.0014537927954299742,0.0014537927954299742
global_fit_ye,GEn,Ye,1.1614,0.0388581016151631,,0.0014542755277407748,0.0014542755277407748
global_fit_ye,GEn,Ye,1.1749,0.03858048156414098,,0.0014546042545174904,0.0014546042545174904
global_fit_ye,GEn,Ye,1.1885,0.0383039257071185,,0.0014550918605674655,0.0014550918605674655
global_fit_ye,GEn,Ye,1.2023,0.0380244546099154,,0.0014555854967731347,0.0014555854967731347
global_fit_ye,GEn,Ye,1.2162,0.037746226299188904,,0.0014562413740905038,0.0014562413740905038
global_fit_ye,GEn,Ye,1.2303,0.037465372503592914,,0.0014569081541042856,0.0014569081541042856
global_fit_ye,GEn,Ye,1.2445,0.03718591538728901,,0.0014577406569944622,0.0014577406569944622
global_fit_ye,GEn,Ye,1.2589,0.03690410958720356,,0.0014585890040585674,0.0014585890040585674
global_fit_ye,GEn,Ye,1.2735,0.036620138517358576,,0.001459456863972746,0.001459456863972746
global_fit_ye,GEn,Ye,1.2882,0.03633783114992663,,0.0014604937274595076,0.0014604937274595076
global_fit_ye,GEn,Ye,1.3032,0.036050033296041874,,0.0014614104867836514,0.0014614104867836514
global_fit_ye,GEn,Ye,1.3183,0.03576412279045473,,0.001462499897028462,0.001462499897028462
global_fit_ye,GEn,Ye,1.3335,0.035480127733180856,,0.0014637626150435276,0.0014637626150435276
global_fit_ye,GEn,Ye,1.349,0.035191189060642086,,0.001464914387633769,0.001464914387633769
global_fit_ye,GEn,Ye,1.3646,0.03490438205127106,,0.0014662448122605154,0.0014662448122605154
global_fit_ye,GEn,Ye,1.3804,0.03461636770325343,,0.001467611975906771,0.001467611975906771
global_fit_ye,GEn,Ye,1.3964,0.03432732201972784,,0.0014690181050689708,0.0014690181050689708
global_fit_ye,GEn,Ye,1.4125,0.0340405781124055,,0.0014706070434419485,0.0014706070434419485
global_fit_ye,GEn,Ye,1.4289,0.03374983653880743,,0.0014721022235620663,0.0014721022235620663
global_fit_ye,GEn,Ye,1.4454,0.03346157973582886,,0.001473781091099632,0.001473781091099632
global_fit_ye,GEn,Ye,1.4622,0.033169684181902304,,0.0014753744774102689,0.0014753744774102689
global_fit_ye,GEn,Ye,1.4791,0.03288046336052039,,0.0014771555031165586,0.0014771555031165586
global_fit_ye,GEn,Ye,1.4962,0.0325909104130857,,0.0014789918768906357,0.0014789918768906357
global_fit_ye,GEn,Ye,1.5136,0.032298266788029086,,0.0014807513300873802,0.0014807513300873802
global_fit_ye,GEn,Ye,1.5311,0.03200850274796112,,0.0014827037931751518,0.0014827037931751518
global_fit_ye,GEn,Ye,1.5488,0.03171878172077058,,0.0014847175083742285,0.0014847175083742285
global_fit_ye,GEn,Ye,1.5668,0.03142644692727498,,0.001486665779585667,0.001486665779585667
global_fit_ye,GEn,Ye,1.5849,0.031137177078693828,,0.0014888102748758674,0.0014888102748758674
global_fit_ye,GEn,Ye,1.6032,0.030848270150074953,,0.0014910246263809543,0.0014910246263809543
global_fit_ye,GEn,Ye,1.6218,0.030557207419332575,,0.0014931806678429827,0.0014931806678429827
global_fit_ye,GEn,Ye,1.6406,0.03026678125501487,,0.0014954105654789581,0.0014954105654789581
global_fit_ye,GEn,Ye,1.6596,0.02997710350939438,,0.0014977181457689252,0.0014977181457689252
global_fit_ye,GEn,Ye,1.6788,0.029688245767169087,,0.001500103229105495,0.001500103229105495
global_fit_ye,GEn,Ye,1.6982,0.029400294436662335,,0.0015025697596302632,0.0015025697596302632
global_fit_ye,GEn,Ye,1.7179,0.029110925539276227,,0.0015049937908528212,0.0015049937908528212
global_fit_ye,GEn,Ye,1.7378,0.02882271106261281,,0.001507504055710275,0.001507504055710275
global_fit_ye,GEn,Ye,1.7579,0.028535708306232723,,0.0015101024122462265,0.0015101024122462265
global_fit_ye,GEn,Ye,1.7783,0.028247717901945628,,0.001512667947005529,0.001512667947005529
global_fit_ye,GEn,Ye,1.7989,0.02796115294893557,,0.0015153265936898106,0.0015153265936898106
global_fit_ye,GEn,Ye,1.8197,0.02767608437489001,,0.0015180790980086638,0.0015180790980086638
global_fit_ye,GEn,Ye,1.8408,0.02739040837892389,,0.001520808200726457,0.001520808200726457
global_fit_ye,GEn,Ye,1.8621,0.027106401582474796,,0.001523636272742366,0.001523636272742366
global_fit_ye,GEn,Ye,1.8836,0.026824123921299556,,0.0015265652644805739,0.0015265652644805739
global_fit_ye,GEn,Ye,1.9055,0.02653955043607398,,0.0015293620759525845,0.0015293620759525845
global_fit_ye,GEn,Ye,1.9275,0.026258923968104933,,0.0015323810269131416,0.0015323810269131416
global_fit_ye,GEn,Ye,1.9498,0.025978272278333034,,0.0015353904969293219,0.0015353904969293219
global_fit_ye,GEn,Ye,1.9724,0.025697732234850917,,0.0015383938664170391,0.0015383938664170391
global_fit_ye,GEn,Ye,1.9953,0.025417442700131243,,0.0015413948172223156,0.0015413948172223156
global_fit_ye,GEn,Ye,2.0184,0.02513939343533441,,0.001544510505417815,0.001544510505417815
global_fit_ye,GEn,Ye,2.0417,0.024863591142748675,,0.0015477408978028886,0.0015477408978028886
global_fit_ye,GEn,Ye,2.0654,0.024586523815052257,,0.0015508634448521098,0.0015508634448521098
global_fit_ye,GEn,Ye,2.0893,0.024311883412009204,,0.0015541058090892577,0.0015541058090892577
global_fit_ye,GEn,Ye,2.1135,0.024037978145738492,,0.0015573591315946077,0.0015573591315946077
global_fit_ye,GEn,Ye,2.138,0.023764930743089968,,0.0015606259824803136,0.0015606259824803136
global_fit_ye,GEn,Ye,2.1627,0.02349446937912086,,0.0015640180545471005,0.0015640180545471005
global_fit_ye,GEn,Ye,2.1878,0.02322339655514915,,0.001567319285643218,0.001567319285643218
global_fit_ye,GEn,Ye,2.2131,0.02295504734879812,,0.0015707499712204211,0.0015707499712204211
global_fit_ye,GEn,Ye,2.2387,0.02268787854707742,,0.0015742040364900949,0.0015742040364900949
global_fit_ye,GEn,Ye,2.2646,0.022421978044514308,,0.0015776833152303838,0.0015776833152303838
global_fit_ye,GEn,Ye,2.2909,0.022155952622168743,,0.001581086159562064,0.001581086159562064
global_fit_ye,GEn,Ye,2.3174,0.02189286513056769,,0.0015846250717865985,0.0015846250717865985
global_fit_ye,GEn,Ye,2.3442,0.02163128841868161,,0.001588196900255001,0.001588196900255001
global_fit_ye,GEn,Ye,2.3714,0.021369895304635903,,0.00159170082184799,0.00159170082184799
global_fit_ye,GEn,Ye,2.3988,0.02111156633621219,,0.001595346232460428,0.001595346232460428
global_fit_ye,GEn,Ye,2.4266,0.02085361282336405,,0.0015989294012893473,0.0015989294012893473
global_fit_ye,GEn,Ye,2.4547,0.020597474457269515,,0.0016025549572495246,0.0016025549572495246
global_fit_ye,GEn,Ye,2.4831,0.020343215339738336,,0.0016062253651107088,0.0016062253651107088
global_fit_ye,GEn,Ye,2.5119,0.020089628736277843,,0.0016098427383897977,0.0016098427383897977
global_fit_ye,GEn,Ye,2.541,0.019838066875951663,,0.0016135095244101123,0.0016135095244101123
global_fit_ye,GEn,Ye,2.5704,0.019588567164781842,,0.0016172279625288014,0.0016172279625288014
global_fit_ye,GEn,Ye,2.6002,0.01934000475261337,,0.0016209010241972893,0.0016209010241972893
global_fit_ye,GEn,Ye,2.6303,0.01909363440229398,,0.0016246303564621284,0.0016246303564621284
global_fit_ye,GEn,Ye,2.6607,0.018849478526188394,,0.001628416582574408,0.001628416582574408
global_fit_ye,GEn,Ye,2.6915,0.018606476299928117,,0.0016321653580428984,0.0016321653580428984
global_fit_ye,GEn,Ye,2.7227,0.018364725391414465,,0.0016358798771219166,0.0016358798771219166
global_fit_ye,GEn,Ye,2.7542,0.018125364612205475,,0.0016396580448741905,0.0016396580448741905
global_fit_ye,GEn,Ye,2.7861,0.01788738432366698,,0.0016434067650996178,0.0016434067650996178
global_fit_ye,GEn,Ye,2.8184,0.017650868207035125,,0.0016471285518279057,0.0016471285518279057
global_fit_ye,GEn,Ye,2.851,0.017416873223533583,,0.0016509194986625763,0.0016509194986625763
global_fit_ye,GEn,Ye,2.884,0.017184451353257097,,0.0016546881837007142,0.0016546881837007142
global_fit_ye,GEn,Ye,2.9174,0.016953673189315448,,0.0016584368507738612,0.0016584368507738612
global_fit_ye,GEn,Ye,2.9512,0.01672460107428841,,0.0016621681736719738,0.0016621681736719738
global_fit_ye,GEn,Ye,2.9854,0.01649729696097501,,0.0016658848387719949,0.0016658848387719949
global_fit_ye,GEn,Ye,3.02,0.01627181494656038,,0.0016695884465496046,0.0016695884465496046
global_fit_ye,GEn,Ye,3.0549,0.016049064938680562,,0.0016733706249704603,0.0016733706249704603
global_fit_ye,GEn,Ye,3.0903,0.015827371925730322,,0.00167705497955067,0.00167705497955067
global_fit_ye,GEn,Ye,3.1261,0.015607650820924163,,0.001680732734505141,0.001680732734505141
global_fit_ye,GEn,Ye,3.1623,0.015389940576159116,,0.0016844059614850935,0.0016844059614850935
global_fit_ye,GEn,Ye,3.1989,0.015174283420771876,,0.0016880764036506664,0.0016880764036506664
global_fit_ye,GEn,Ye,3.2359,0.014960711416325321,,0.0016917454978004765,0.0016917454978004765
global_fit_ye,GEn,Ye,3.2734,0.014748519384516384,,0.0016953299081054324,0.0016953299081054324
global_fit_ye,GEn,Ye,3.3113,0.014538505219757508,,0.0016989174737873714,0.0016989174737873714
global_fit_ye,GEn,Ye,3.3497,0.014329987949291753,,0.0017024254959650729,0.0017024254959650729
global_fit_ye,GEn,Ye,3.3884,0.014124421343218584,,0.0017060235397633216,0.0017060235397633216
global_fit_ye,GEn,Ye,3.4277,0.013919749843084727,,0.001709462773401864,0.001709462773401864
global_fit_ye,GEn,Ye,3.4674,0.013717405909043691,,0.00171291246749761,0.00171291246749761
global_fit_ye,GEn,Ye,3.5075,0.013517395670859376,,0.0017163729909356004,0.0017163729909356004
global_fit_ye,GEn,Ye,3.5481,0.013319103240720432,,0.0017197645535080204,0.0017197645535080204
global_fit_ye,GEn,Ye,3.5892,0.01312258129101299,,0.001723089720037666,0.001723089720037666
global_fit_ye,GEn,Ye,3.6308,0.012927875720824083,,0.0017263508022130922,0.0017263508022130922
global_fit_ye,GEn,Ye,3.6728,0.012735615070907539,,0.0017296290631995778,0.0017296290631995778
global_fit_ye,GEn,Ye,3.7154,0.012544663635792172,,0.0017327678746965793,0.0017327678746965793
global_fit_ye,GEn,Ye,3.7584,0.012356202194811892,,0.0017359268693585628,0.0017359268693585628
global_fit_ye,GEn,Ye,3.8019,0.012169686856705728,,0.0017390290226063686,0.0017390290226063686
global_fit_ye,GEn,Ye,3.8459,0.011985148846053569,,0.0017420762676254706,0.0017420762676254706
global_fit_ye,GEn,Ye,3.8905,0.011802100643502586,,0.0017449939837158037,0.0017449939837158037
global_fit_ye,GEn,Ye,3.9355,0.011621606147288218,,0.0017479362878917068,0.0017479362878917068
global_fit_ye,GEn,Ye,3.9811,0.011442675632370631,,0.001750753870738428,0.001750753870738428
global_fit_ye,GEn,Ye,4.0272,0.011265835827683294,,0.0017535235181613384,0.0017535235181613384
global_fit_ye,GEn,Ye,4.0738,0.011091102396955793,,0.0017562464536087649,0.0017562464536087649
global_fit_ye,GEn,Ye,4.121,0.010918040704394753,,0.0017588513533032303,0.0017588513533032303
global_fit_ye,GEn,Ye,4.1687,0.010747129557628082,,0.0017614129200123152,0.0017614129200123152
global_fit_ye,GEn,Ye,4.217,0.010577951258662656,,0.0017638605156700454,0.0017638605156700454
global_fit_ye,GEn,Ye,4.2658,0.010410960068072775,,0.001766267771505869,0.001766267771505869
global_fit_ye,GEn,Ye,4.3152,0.010245750511191006,,0.0017685649812883841,0.0017685649812883841
global_fit_ye,GEn,Ye,4.3652,0.010082356174376344,,0.0017707545191194545,0.0017707545191194545
global_fit_ye,GEn,Ye,4.4157,0.009921188522678115,,0.001772907625082795,0.001772907625082795
global_fit_ye,GEn,Ye,4.4668,0.009761865729907605,,0.0017749560715080443,0.0017749560715080443
global_fit_ye,GEn,Ye,4.5186,0.009604046990637143,,0.0017768339476521636,0.0017768339476521636
global_fit_ye,GEn,Ye,4.5709,0.009448494525322499,,0.001778679936730607,0.001778679936730607
global_fit_ye,GEn,Ye,4.6238,0.009294846509369068,,0.0017804269783270861,0.0017804269783270861
global_fit_ye,GEn,Ye,4.6774,0.009142779782754422,,0.001782010548471927,0.001782010548471927
global_fit_ye,GEn,Ye,4.7315,0.008992993962353278,,0.0017835653026748491,0.0017835653026748491
global_fit_ye,GEn,Ye,4.7863,0.008844828165972145,,0.0017849600332975981,0.0017849600332975981
global_fit_ye,GEn,Ye,4.8417,0.00869862839584885,,0.0017862646958164093,0.0017862646958164093
global_fit_ye,GEn,Ye,4.8978,0.008554095594632553,,0.0017874142991244426,0.0017874142991244426
global_fit_ye,GEn,Ye,4.9545,0.008411550157047448,,0.0017884758544662008,0.0017884758544662008
global_fit_ye,GEn,Ye,5.0119,0.008270706025251429,,0.0017893872401847097,0.0017893872401847097
global_fit_ye,GEn,Ye,5.0699,0.008131864150442382,,0.0017902141679839814,0.0017902141679839814
global_fit_ye,GEn,Ye,5.1286,0.007994749406331615,,0.0017908956876914522,0.0017908956876914522
global_fit_ye,GEn,Ye,5.188,0.007859374919868118,,0.0017914354743307182,0.0017914354743307182
global_fit_ye,GEn,Ye,5.2481,0.007725755747381548,,0.001791832854713102,0.001791832854713102
global_fit_ye,GEn,Ye,5.3088,0.007594156727045138,,0.0017921511376513268,0.0017921511376513268
global_fit_ye,GEn,Ye,5.3703,0.007464075045242926,,0.001792274290493085,0.001792274290493085
global_fit_ye,GEn,Ye,5.4325,0.007335776544087817,,0.0017922633673295451,0.0017922633673295451
